Academic_ID,Student_ID,Subject,Exam_Type,Rote_Learning_Score,Conceptual_Understanding_Score,Practical_Project_Score
12793,STU2600,Maths,Term 1,75,75,83
12794,STU2600,Science,Term 1,64,73,88
12795,STU2600,Coding,Term 1,69,80,79
12796,STU2600,Civic Sense,Term 1,71,81,67
12797,STU2600,Maths,Finals,71,84,83
12798,STU2600,Science,Finals,71,85,78
12799,STU2600,Coding,Finals,61,82,78
12800,STU2600,Civic Sense,Finals,78,62,72
12801,STU2601,Maths,Term 1,95,97,94
12802,STU2601,Science,Term 1,95,100,99
12803,STU2601,Coding,Term 1,89,99,91
12804,STU2601,Civic Sense,Term 1,88,99,98
12805,STU2601,Maths,Finals,95,99,97
12806,STU2601,Science,Finals,90,91,100
12807,STU2601,Coding,Finals,95,98,90
12808,STU2601,Civic Sense,Finals,87,97,94
12809,STU2602,Maths,Term 1,70,75,83
12810,STU2602,Science,Term 1,68,64,77
12811,STU2602,Coding,Term 1,76,66,81
12812,STU2602,Civic Sense,Term 1,84,85,83
12813,STU2602,Maths,Finals,67,71,74
12814,STU2602,Science,Finals,79,78,84
12815,STU2602,Coding,Finals,83,75,86
12816,STU2602,Civic Sense,Finals,69,78,67
12817,STU2603,Maths,Term 1,72,80,85
12818,STU2603,Science,Term 1,59,85,69
12819,STU2603,Coding,Term 1,55,61,82
12820,STU2603,Civic Sense,Term 1,77,80,68
12821,STU2603,Maths,Finals,55,85,65
12822,STU2603,Science,Finals,58,83,73
12823,STU2603,Coding,Finals,60,76,78
12824,STU2603,Civic Sense,Finals,76,73,84
12825,STU2604,Maths,Term 1,35,35,42
12826,STU2604,Science,Term 1,40,40,50
12827,STU2604,Coding,Term 1,48,35,43
12828,STU2604,Civic Sense,Term 1,38,43,41
12829,STU2604,Maths,Finals,73,77,84
12830,STU2604,Science,Finals,58,65,70
12831,STU2604,Coding,Finals,55,73,81
12832,STU2604,Civic Sense,Finals,71,80,75
12833,STU2605,Maths,Term 1,76,65,80
12834,STU2605,Science,Term 1,82,81,85
12835,STU2605,Coding,Term 1,64,83,87
12836,STU2605,Civic Sense,Term 1,73,72,78
12837,STU2605,Maths,Finals,66,82,86
12838,STU2605,Science,Finals,59,79,74
12839,STU2605,Coding,Finals,81,76,71
12840,STU2605,Civic Sense,Finals,82,61,76
12841,STU2606,Maths,Term 1,33,43,54
12842,STU2606,Science,Term 1,34,48,50
12843,STU2606,Coding,Term 1,32,30,46
12844,STU2606,Civic Sense,Term 1,38,31,47
12845,STU2606,Maths,Finals,65,72,83
12846,STU2606,Science,Finals,69,76,84
12847,STU2606,Coding,Finals,70,80,84
12848,STU2606,Civic Sense,Finals,61,73,74
12849,STU2607,Maths,Term 1,81,84,75
12850,STU2607,Science,Term 1,72,75,75
12851,STU2607,Coding,Term 1,56,66,86
12852,STU2607,Civic Sense,Term 1,57,60,74
12853,STU2607,Maths,Finals,77,80,83
12854,STU2607,Science,Finals,69,79,67
12855,STU2607,Coding,Finals,63,60,80
12856,STU2607,Civic Sense,Finals,84,75,67
12857,STU2608,Maths,Term 1,76,80,70
12858,STU2608,Science,Term 1,82,76,65
12859,STU2608,Coding,Term 1,80,73,67
12860,STU2608,Civic Sense,Term 1,76,78,84
12861,STU2608,Maths,Finals,56,75,73
12862,STU2608,Science,Finals,67,72,87
12863,STU2608,Coding,Finals,68,79,80
12864,STU2608,Civic Sense,Finals,81,81,73
12865,STU2609,Maths,Term 1,80,83,67
12866,STU2609,Science,Term 1,69,63,70
12867,STU2609,Coding,Term 1,64,84,72
12868,STU2609,Civic Sense,Term 1,66,72,78
12869,STU2609,Maths,Finals,71,81,72
12870,STU2609,Science,Finals,80,83,66
12871,STU2609,Coding,Finals,61,64,76
12872,STU2609,Civic Sense,Finals,79,66,77
12873,STU2610,Maths,Term 1,96,99,92
12874,STU2610,Science,Term 1,96,93,98
12875,STU2610,Coding,Term 1,99,99,96
12876,STU2610,Civic Sense,Term 1,100,91,95
12877,STU2610,Maths,Finals,85,95,98
12878,STU2610,Science,Finals,87,99,90
12879,STU2610,Coding,Finals,100,90,98
12880,STU2610,Civic Sense,Finals,92,98,99
12881,STU2611,Maths,Term 1,69,72,73
12882,STU2611,Science,Term 1,78,73,88
12883,STU2611,Coding,Term 1,76,62,70
12884,STU2611,Civic Sense,Term 1,76,72,67
12885,STU2611,Maths,Finals,63,79,87
12886,STU2611,Science,Finals,75,85,84
12887,STU2611,Coding,Finals,61,81,77
12888,STU2611,Civic Sense,Finals,76,67,68
12889,STU2612,Maths,Term 1,67,65,79
12890,STU2612,Science,Term 1,65,72,87
12891,STU2612,Coding,Term 1,64,68,72
12892,STU2612,Civic Sense,Term 1,73,84,66
12893,STU2612,Maths,Finals,73,70,67
12894,STU2612,Science,Finals,75,79,75
12895,STU2612,Coding,Finals,67,72,71
12896,STU2612,Civic Sense,Finals,55,61,85
12897,STU2613,Maths,Term 1,67,64,87
12898,STU2613,Science,Term 1,84,63,66
12899,STU2613,Coding,Term 1,66,81,67
12900,STU2613,Civic Sense,Term 1,67,68,66
12901,STU2613,Maths,Finals,69,76,79
12902,STU2613,Science,Finals,82,83,87
12903,STU2613,Coding,Finals,82,80,66
12904,STU2613,Civic Sense,Finals,82,69,81
12905,STU2614,Maths,Term 1,36,48,51
12906,STU2614,Science,Term 1,36,47,55
12907,STU2614,Coding,Term 1,50,46,47
12908,STU2614,Civic Sense,Term 1,49,38,51
12909,STU2614,Maths,Finals,60,80,75
12910,STU2614,Science,Finals,74,75,82
12911,STU2614,Coding,Finals,69,79,85
12912,STU2614,Civic Sense,Finals,56,75,81
12913,STU2615,Maths,Term 1,73,78,87
12914,STU2615,Science,Term 1,79,61,80
12915,STU2615,Coding,Term 1,57,65,87
12916,STU2615,Civic Sense,Term 1,73,79,77
12917,STU2615,Maths,Finals,74,84,84
12918,STU2615,Science,Finals,84,63,75
12919,STU2615,Coding,Finals,64,82,82
12920,STU2615,Civic Sense,Finals,60,75,65
12921,STU2616,Maths,Term 1,34,43,47
12922,STU2616,Science,Term 1,36,47,43
12923,STU2616,Coding,Term 1,36,29,52
12924,STU2616,Civic Sense,Term 1,46,43,46
12925,STU2616,Maths,Finals,70,73,83
12926,STU2616,Science,Finals,55,70,72
12927,STU2616,Coding,Finals,62,78,79
12928,STU2616,Civic Sense,Finals,57,76,85
12929,STU2617,Maths,Term 1,77,64,88
12930,STU2617,Science,Term 1,74,62,81
12931,STU2617,Coding,Term 1,63,65,87
12932,STU2617,Civic Sense,Term 1,75,80,76
12933,STU2617,Maths,Finals,57,83,83
12934,STU2617,Science,Finals,66,85,78
12935,STU2617,Coding,Finals,79,62,80
12936,STU2617,Civic Sense,Finals,68,81,76
12937,STU2618,Maths,Term 1,74,65,69
12938,STU2618,Science,Term 1,62,82,76
12939,STU2618,Coding,Term 1,66,64,87
12940,STU2618,Civic Sense,Term 1,72,70,82
12941,STU2618,Maths,Finals,70,81,65
12942,STU2618,Science,Finals,82,73,71
12943,STU2618,Coding,Finals,55,85,86
12944,STU2618,Civic Sense,Finals,59,84,69
12945,STU2619,Maths,Term 1,82,82,70
12946,STU2619,Science,Term 1,74,67,72
12947,STU2619,Coding,Term 1,66,64,82
12948,STU2619,Civic Sense,Term 1,82,74,81
12949,STU2619,Maths,Finals,74,75,68
12950,STU2619,Science,Finals,66,83,71
12951,STU2619,Coding,Finals,66,85,84
12952,STU2619,Civic Sense,Finals,75,73,74
12953,STU2620,Maths,Term 1,60,73,81
12954,STU2620,Science,Term 1,76,69,88
12955,STU2620,Coding,Term 1,70,68,78
12956,STU2620,Civic Sense,Term 1,63,81,76
12957,STU2620,Maths,Finals,65,61,79
12958,STU2620,Science,Finals,76,64,81
12959,STU2620,Coding,Finals,62,63,65
12960,STU2620,Civic Sense,Finals,84,63,82
12961,STU2621,Maths,Term 1,86,96,98
12962,STU2621,Science,Term 1,86,96,97
12963,STU2621,Coding,Term 1,95,94,94
12964,STU2621,Civic Sense,Term 1,96,100,90
12965,STU2621,Maths,Finals,95,96,91
12966,STU2621,Science,Finals,85,93,98
12967,STU2621,Coding,Finals,85,89,90
12968,STU2621,Civic Sense,Finals,98,95,99
12969,STU2622,Maths,Term 1,63,68,80
12970,STU2622,Science,Term 1,68,62,83
12971,STU2622,Coding,Term 1,61,74,82
12972,STU2622,Civic Sense,Term 1,80,84,88
12973,STU2622,Maths,Finals,72,73,77
12974,STU2622,Science,Finals,61,72,85
12975,STU2622,Coding,Finals,64,72,75
12976,STU2622,Civic Sense,Finals,62,67,72
12977,STU2623,Maths,Term 1,69,74,73
12978,STU2623,Science,Term 1,78,78,78
12979,STU2623,Coding,Term 1,62,66,80
12980,STU2623,Civic Sense,Term 1,73,64,69
12981,STU2623,Maths,Finals,80,82,78
12982,STU2623,Science,Finals,84,65,81
12983,STU2623,Coding,Finals,58,79,67
12984,STU2623,Civic Sense,Finals,66,60,70
12985,STU2624,Maths,Term 1,64,66,82
12986,STU2624,Science,Term 1,83,80,80
12987,STU2624,Coding,Term 1,62,69,75
12988,STU2624,Civic Sense,Term 1,56,70,70
12989,STU2624,Maths,Finals,58,79,74
12990,STU2624,Science,Finals,55,70,85
12991,STU2624,Coding,Finals,55,68,80
12992,STU2624,Civic Sense,Finals,59,84,78
12993,STU2625,Maths,Term 1,45,45,53
12994,STU2625,Science,Term 1,35,44,42
12995,STU2625,Coding,Term 1,38,36,55
12996,STU2625,Civic Sense,Term 1,44,32,53
12997,STU2625,Maths,Finals,67,65,80
12998,STU2625,Science,Finals,73,68,72
12999,STU2625,Coding,Finals,69,74,85
13000,STU2625,Civic Sense,Finals,62,77,83
13001,STU2626,Maths,Term 1,74,74,85
13002,STU2626,Science,Term 1,71,76,76
13003,STU2626,Coding,Term 1,71,74,74
13004,STU2626,Civic Sense,Term 1,71,83,84
13005,STU2626,Maths,Finals,76,81,76
13006,STU2626,Science,Finals,83,80,76
13007,STU2626,Coding,Finals,69,63,72
13008,STU2626,Civic Sense,Finals,58,85,85
13009,STU2627,Maths,Term 1,63,68,73
13010,STU2627,Science,Term 1,80,83,84
13011,STU2627,Coding,Term 1,84,72,67
13012,STU2627,Civic Sense,Term 1,84,73,72
13013,STU2627,Maths,Finals,82,78,75
13014,STU2627,Science,Finals,60,70,80
13015,STU2627,Coding,Finals,63,75,80
13016,STU2627,Civic Sense,Finals,70,68,72
13017,STU2628,Maths,Term 1,60,62,69
13018,STU2628,Science,Term 1,62,76,73
13019,STU2628,Coding,Term 1,71,74,79
13020,STU2628,Civic Sense,Term 1,66,72,67
13021,STU2628,Maths,Finals,80,79,67
13022,STU2628,Science,Finals,84,77,83
13023,STU2628,Coding,Finals,81,76,80
13024,STU2628,Civic Sense,Finals,65,71,80
13025,STU2629,Maths,Term 1,76,77,72
13026,STU2629,Science,Term 1,59,83,70
13027,STU2629,Coding,Term 1,81,79,66
13028,STU2629,Civic Sense,Term 1,75,84,65
13029,STU2629,Maths,Finals,84,61,75
13030,STU2629,Science,Finals,73,60,75
13031,STU2629,Coding,Finals,64,71,88
13032,STU2629,Civic Sense,Finals,58,74,72
13033,STU2630,Maths,Term 1,72,71,74
13034,STU2630,Science,Term 1,56,70,88
13035,STU2630,Coding,Term 1,73,62,83
13036,STU2630,Civic Sense,Term 1,62,68,74
13037,STU2630,Maths,Finals,84,65,74
13038,STU2630,Science,Finals,68,64,86
13039,STU2630,Coding,Finals,78,75,68
13040,STU2630,Civic Sense,Finals,59,66,84
13041,STU2631,Maths,Term 1,83,61,78
13042,STU2631,Science,Term 1,65,67,71
13043,STU2631,Coding,Term 1,66,85,71
13044,STU2631,Civic Sense,Term 1,83,82,76
13045,STU2631,Maths,Finals,74,75,75
13046,STU2631,Science,Finals,84,78,86
13047,STU2631,Coding,Finals,72,60,83
13048,STU2631,Civic Sense,Finals,67,85,70
13049,STU2632,Maths,Term 1,78,82,68
13050,STU2632,Science,Term 1,74,72,65
13051,STU2632,Coding,Term 1,71,75,82
13052,STU2632,Civic Sense,Term 1,70,84,85
13053,STU2632,Maths,Finals,65,80,80
13054,STU2632,Science,Finals,71,80,82
13055,STU2632,Coding,Finals,59,84,87
13056,STU2632,Civic Sense,Finals,80,75,71
13057,STU2633,Maths,Term 1,68,67,66
13058,STU2633,Science,Term 1,73,75,79
13059,STU2633,Coding,Term 1,62,78,85
13060,STU2633,Civic Sense,Term 1,81,76,88
13061,STU2633,Maths,Finals,62,73,77
13062,STU2633,Science,Finals,68,60,83
13063,STU2633,Coding,Finals,70,81,83
13064,STU2633,Civic Sense,Finals,70,76,75
13065,STU2634,Maths,Term 1,85,100,90
13066,STU2634,Science,Term 1,94,92,95
13067,STU2634,Coding,Term 1,86,95,92
13068,STU2634,Civic Sense,Term 1,97,90,99
13069,STU2634,Maths,Finals,85,98,91
13070,STU2634,Science,Finals,85,95,99
13071,STU2634,Coding,Finals,92,99,92
13072,STU2634,Civic Sense,Finals,89,94,95
13073,STU2635,Maths,Term 1,46,30,51
13074,STU2635,Science,Term 1,39,37,47
13075,STU2635,Coding,Term 1,30,35,49
13076,STU2635,Civic Sense,Term 1,32,48,51
13077,STU2635,Maths,Finals,68,80,73
13078,STU2635,Science,Finals,57,79,84
13079,STU2635,Coding,Finals,65,71,84
13080,STU2635,Civic Sense,Finals,60,73,80
13081,STU2636,Maths,Term 1,77,78,82
13082,STU2636,Science,Term 1,69,81,66
13083,STU2636,Coding,Term 1,71,81,81
13084,STU2636,Civic Sense,Term 1,64,60,80
13085,STU2636,Maths,Finals,65,82,75
13086,STU2636,Science,Finals,79,66,87
13087,STU2636,Coding,Finals,72,85,65
13088,STU2636,Civic Sense,Finals,66,66,88
13089,STU2637,Maths,Term 1,74,80,80
13090,STU2637,Science,Term 1,59,73,81
13091,STU2637,Coding,Term 1,61,79,76
13092,STU2637,Civic Sense,Term 1,56,84,79
13093,STU2637,Maths,Finals,78,82,65
13094,STU2637,Science,Finals,66,62,71
13095,STU2637,Coding,Finals,82,61,78
13096,STU2637,Civic Sense,Finals,74,73,79
13097,STU2638,Maths,Term 1,79,64,82
13098,STU2638,Science,Term 1,58,70,77
13099,STU2638,Coding,Term 1,72,67,82
13100,STU2638,Civic Sense,Term 1,69,85,65
13101,STU2638,Maths,Finals,81,65,80
13102,STU2638,Science,Finals,82,76,75
13103,STU2638,Coding,Finals,62,74,83
13104,STU2638,Civic Sense,Finals,83,77,69
13105,STU2639,Maths,Term 1,48,30,49
13106,STU2639,Science,Term 1,32,32,55
13107,STU2639,Coding,Term 1,33,40,47
13108,STU2639,Civic Sense,Term 1,30,38,46
13109,STU2639,Maths,Finals,73,66,81
13110,STU2639,Science,Finals,71,71,71
13111,STU2639,Coding,Finals,68,73,76
13112,STU2639,Civic Sense,Finals,68,68,83
13113,STU2640,Maths,Term 1,61,77,77
13114,STU2640,Science,Term 1,68,70,86
13115,STU2640,Coding,Term 1,68,61,77
13116,STU2640,Civic Sense,Term 1,70,75,76
13117,STU2640,Maths,Finals,84,71,83
13118,STU2640,Science,Finals,66,74,72
13119,STU2640,Coding,Finals,78,84,75
13120,STU2640,Civic Sense,Finals,64,63,65
13121,STU2641,Maths,Term 1,78,84,85
13122,STU2641,Science,Term 1,76,74,80
13123,STU2641,Coding,Term 1,83,81,69
13124,STU2641,Civic Sense,Term 1,66,60,74
13125,STU2641,Maths,Finals,56,65,75
13126,STU2641,Science,Finals,77,85,88
13127,STU2641,Coding,Finals,72,80,84
13128,STU2641,Civic Sense,Finals,78,76,82
13129,STU2642,Maths,Term 1,50,42,50
13130,STU2642,Science,Term 1,40,41,54
13131,STU2642,Coding,Term 1,34,31,50
13132,STU2642,Civic Sense,Term 1,45,41,49
13133,STU2642,Maths,Finals,66,80,74
13134,STU2642,Science,Finals,56,65,74
13135,STU2642,Coding,Finals,64,68,70
13136,STU2642,Civic Sense,Finals,64,67,81
13137,STU2643,Maths,Term 1,44,48,49
13138,STU2643,Science,Term 1,48,32,43
13139,STU2643,Coding,Term 1,42,37,40
13140,STU2643,Civic Sense,Term 1,46,46,43
13141,STU2643,Maths,Finals,68,68,72
13142,STU2643,Science,Finals,65,76,82
13143,STU2643,Coding,Finals,68,67,77
13144,STU2643,Civic Sense,Finals,75,74,70
13145,STU2644,Maths,Term 1,69,81,85
13146,STU2644,Science,Term 1,66,61,66
13147,STU2644,Coding,Term 1,56,69,75
13148,STU2644,Civic Sense,Term 1,72,69,66
13149,STU2644,Maths,Finals,75,77,83
13150,STU2644,Science,Finals,59,64,85
13151,STU2644,Coding,Finals,70,60,77
13152,STU2644,Civic Sense,Finals,82,78,84
13153,STU2645,Maths,Term 1,84,80,77
13154,STU2645,Science,Term 1,64,79,74
13155,STU2645,Coding,Term 1,74,67,75
13156,STU2645,Civic Sense,Term 1,68,80,76
13157,STU2645,Maths,Finals,78,82,85
13158,STU2645,Science,Finals,81,76,66
13159,STU2645,Coding,Finals,84,81,72
13160,STU2645,Civic Sense,Finals,80,80,77
13161,STU2646,Maths,Term 1,61,72,74
13162,STU2646,Science,Term 1,70,64,70
13163,STU2646,Coding,Term 1,64,71,75
13164,STU2646,Civic Sense,Term 1,79,76,88
13165,STU2646,Maths,Finals,58,75,66
13166,STU2646,Science,Finals,71,83,72
13167,STU2646,Coding,Finals,62,71,67
13168,STU2646,Civic Sense,Finals,80,84,74
13169,STU2647,Maths,Term 1,90,92,94
13170,STU2647,Science,Term 1,98,94,93
13171,STU2647,Coding,Term 1,86,100,90
13172,STU2647,Civic Sense,Term 1,86,92,95
13173,STU2647,Maths,Finals,91,97,98
13174,STU2647,Science,Finals,85,92,98
13175,STU2647,Coding,Finals,98,95,100
13176,STU2647,Civic Sense,Finals,90,93,91
13177,STU2648,Maths,Term 1,76,78,77
13178,STU2648,Science,Term 1,58,83,79
13179,STU2648,Coding,Term 1,56,78,83
13180,STU2648,Civic Sense,Term 1,71,74,71
13181,STU2648,Maths,Finals,57,75,65
13182,STU2648,Science,Finals,73,76,68
13183,STU2648,Coding,Finals,83,72,78
13184,STU2648,Civic Sense,Finals,72,77,68
13185,STU2649,Maths,Term 1,55,67,85
13186,STU2649,Science,Term 1,72,69,77
13187,STU2649,Coding,Term 1,74,63,86
13188,STU2649,Civic Sense,Term 1,60,77,68
13189,STU2649,Maths,Finals,66,61,68
13190,STU2649,Science,Finals,67,68,75
13191,STU2649,Coding,Finals,63,73,77
13192,STU2649,Civic Sense,Finals,59,71,79
13193,STU2650,Maths,Term 1,59,71,72
13194,STU2650,Science,Term 1,68,63,69
13195,STU2650,Coding,Term 1,69,72,83
13196,STU2650,Civic Sense,Term 1,71,74,77
13197,STU2650,Maths,Finals,60,84,70
13198,STU2650,Science,Finals,80,84,83
13199,STU2650,Coding,Finals,66,75,88
13200,STU2650,Civic Sense,Finals,75,78,74
13201,STU2651,Maths,Term 1,66,61,82
13202,STU2651,Science,Term 1,56,80,83
13203,STU2651,Coding,Term 1,75,76,84
13204,STU2651,Civic Sense,Term 1,80,74,68
13205,STU2651,Maths,Finals,69,67,85
13206,STU2651,Science,Finals,62,62,75
13207,STU2651,Coding,Finals,79,75,68
13208,STU2651,Civic Sense,Finals,84,73,66
13209,STU2652,Maths,Term 1,90,94,91
13210,STU2652,Science,Term 1,93,100,94
13211,STU2652,Coding,Term 1,99,89,96
13212,STU2652,Civic Sense,Term 1,95,88,94
13213,STU2652,Maths,Finals,93,100,91
13214,STU2652,Science,Finals,96,90,96
13215,STU2652,Coding,Finals,93,92,95
13216,STU2652,Civic Sense,Finals,89,97,96
13217,STU2653,Maths,Term 1,64,83,76
13218,STU2653,Science,Term 1,63,62,86
13219,STU2653,Coding,Term 1,76,78,68
13220,STU2653,Civic Sense,Term 1,81,67,88
13221,STU2653,Maths,Finals,81,74,82
13222,STU2653,Science,Finals,56,68,84
13223,STU2653,Coding,Finals,71,75,78
13224,STU2653,Civic Sense,Finals,59,60,84
13225,STU2654,Maths,Term 1,72,85,71
13226,STU2654,Science,Term 1,69,67,84
13227,STU2654,Coding,Term 1,67,70,88
13228,STU2654,Civic Sense,Term 1,60,69,70
13229,STU2654,Maths,Finals,81,75,86
13230,STU2654,Science,Finals,68,60,87
13231,STU2654,Coding,Finals,80,75,74
13232,STU2654,Civic Sense,Finals,76,81,68
13233,STU2655,Maths,Term 1,63,84,73
13234,STU2655,Science,Term 1,55,85,70
13235,STU2655,Coding,Term 1,68,82,68
13236,STU2655,Civic Sense,Term 1,61,71,71
13237,STU2655,Maths,Finals,64,64,75
13238,STU2655,Science,Finals,66,70,77
13239,STU2655,Coding,Finals,57,77,71
13240,STU2655,Civic Sense,Finals,59,73,88
13241,STU2656,Maths,Term 1,57,66,82
13242,STU2656,Science,Term 1,63,63,87
13243,STU2656,Coding,Term 1,66,71,67
13244,STU2656,Civic Sense,Term 1,81,60,83
13245,STU2656,Maths,Finals,76,71,73
13246,STU2656,Science,Finals,84,64,85
13247,STU2656,Coding,Finals,66,84,69
13248,STU2656,Civic Sense,Finals,82,75,75
13249,STU2657,Maths,Term 1,42,42,41
13250,STU2657,Science,Term 1,46,33,45
13251,STU2657,Coding,Term 1,30,39,45
13252,STU2657,Civic Sense,Term 1,45,27,44
13253,STU2657,Maths,Finals,67,71,76
13254,STU2657,Science,Finals,64,66,75
13255,STU2657,Coding,Finals,74,71,85
13256,STU2657,Civic Sense,Finals,71,68,77
13257,STU2658,Maths,Term 1,70,65,79
13258,STU2658,Science,Term 1,62,67,69
13259,STU2658,Coding,Term 1,83,73,69
13260,STU2658,Civic Sense,Term 1,69,74,88
13261,STU2658,Maths,Finals,68,74,74
13262,STU2658,Science,Finals,68,79,75
13263,STU2658,Coding,Finals,84,76,81
13264,STU2658,Civic Sense,Finals,82,63,83
13265,STU2659,Maths,Term 1,64,84,77
13266,STU2659,Science,Term 1,72,74,85
13267,STU2659,Coding,Term 1,77,74,74
13268,STU2659,Civic Sense,Term 1,73,81,69
13269,STU2659,Maths,Finals,73,69,73
13270,STU2659,Science,Finals,74,79,71
13271,STU2659,Coding,Finals,80,62,71
13272,STU2659,Civic Sense,Finals,68,75,76
13273,STU2660,Maths,Term 1,70,65,88
13274,STU2660,Science,Term 1,79,72,78
13275,STU2660,Coding,Term 1,71,68,87
13276,STU2660,Civic Sense,Term 1,81,79,65
13277,STU2660,Maths,Finals,84,81,75
13278,STU2660,Science,Finals,62,72,85
13279,STU2660,Coding,Finals,68,74,85
13280,STU2660,Civic Sense,Finals,71,66,70
13281,STU2661,Maths,Term 1,32,37,43
13282,STU2661,Science,Term 1,36,28,55
13283,STU2661,Coding,Term 1,44,44,40
13284,STU2661,Civic Sense,Term 1,40,32,49
13285,STU2661,Maths,Finals,56,71,77
13286,STU2661,Science,Finals,61,71,73
13287,STU2661,Coding,Finals,75,75,73
13288,STU2661,Civic Sense,Finals,71,65,73
13289,STU2662,Maths,Term 1,63,77,65
13290,STU2662,Science,Term 1,60,67,78
13291,STU2662,Coding,Term 1,59,77,66
13292,STU2662,Civic Sense,Term 1,82,63,84
13293,STU2662,Maths,Finals,62,76,81
13294,STU2662,Science,Finals,81,82,88
13295,STU2662,Coding,Finals,84,79,85
13296,STU2662,Civic Sense,Finals,82,71,71
13297,STU2663,Maths,Term 1,41,33,47
13298,STU2663,Science,Term 1,48,40,43
13299,STU2663,Coding,Term 1,41,40,47
13300,STU2663,Civic Sense,Term 1,38,27,50
13301,STU2663,Maths,Finals,73,67,70
13302,STU2663,Science,Finals,67,78,70
13303,STU2663,Coding,Finals,71,78,75
13304,STU2663,Civic Sense,Finals,62,77,81
13305,STU2664,Maths,Term 1,42,26,44
13306,STU2664,Science,Term 1,43,45,45
13307,STU2664,Coding,Term 1,34,34,55
13308,STU2664,Civic Sense,Term 1,47,45,44
13309,STU2664,Maths,Finals,59,75,73
13310,STU2664,Science,Finals,75,69,83
13311,STU2664,Coding,Finals,75,68,77
13312,STU2664,Civic Sense,Finals,65,66,83
13313,STU2665,Maths,Term 1,31,41,49
13314,STU2665,Science,Term 1,31,27,50
13315,STU2665,Coding,Term 1,45,44,55
13316,STU2665,Civic Sense,Term 1,50,25,52
13317,STU2665,Maths,Finals,59,67,71
13318,STU2665,Science,Finals,73,80,81
13319,STU2665,Coding,Finals,60,78,82
13320,STU2665,Civic Sense,Finals,68,76,71
13321,STU2666,Maths,Term 1,91,94,98
13322,STU2666,Science,Term 1,87,100,96
13323,STU2666,Coding,Term 1,90,89,94
13324,STU2666,Civic Sense,Term 1,86,95,93
13325,STU2666,Maths,Finals,100,91,90
13326,STU2666,Science,Finals,99,89,94
13327,STU2666,Coding,Finals,91,97,90
13328,STU2666,Civic Sense,Finals,91,97,90
13329,STU2667,Maths,Term 1,59,60,66
13330,STU2667,Science,Term 1,65,85,88
13331,STU2667,Coding,Term 1,76,72,70
13332,STU2667,Civic Sense,Term 1,67,85,66
